The next piece is
The next composition is
The next piece of music is
The next musical work is
The next arrangement is
The next recording is 
The next tune is
The next score is
The following piece is 
The following composition is
The following piece of music is
The following musical work is
The following arrangement is
The following recording is
The following tune is
The following score is
Here is 
This is 
Next is
And now here is
And now this is
